"hero","mini1","mini2","mini3","mini4","mini5","classes","sum","deck_cost","is_available","score"
"royal champion","archer","hog rider","prince","magic archer","英雄猎手","clan2,ranger2,rider2,rogue2,royal2",10,20,FALSE,13.8
"natureborn","archer","hog rider","prince","electro wizard","公主","clan2,mage2,ranger2,rider2,royal2",10,22,FALSE,15.5
"grand warden","archer","hog rider","prince","electro wizard","公主","clan2,mage2,ranger2,rider2,royal2",10,22,FALSE,14
"natureborn","archer","hog rider","prince","electro wizard","飞斧屠夫","clan2,mage2,ranger2,rider2,specialist2",10,22,FALSE,15.5
"countess","archer","hog rider","prince","bandit","公主","clan2,ranger2,rider2,rogue2,royal2",10,22,FALSE,13.7
"圣锤战神","archer","hog rider","prince","defuser","公主","clan2,elixir2,ranger2,rider2,royal2",10,20,FALSE,14.1
"archer queen","archer","hog rider","prince","dark prince","sailor","clan2,ranger2,rider4,royal2",10,20,FALSE,15
"wave master","archer","hog rider","prince","dark prince","sailor","clan2,rider4,royal2,sea2",10,20,FALSE,15.1
"royal champion","archer","hog rider","prince","dark prince","公主","clan2,ranger2,rider2,royal4",10,22,FALSE,15.4
"natureborn","archer","hog rider","prince","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,17
"monk","archer","hog rider","prince","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,15.5
"战争机器","archer","hog rider","prince","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,15.6
"wave master","archer","hog rider","prince","sailor","公主","clan2,ranger2,rider2,royal2,sea2",10,21,FALSE,15.3
"skeleton king","archer","hog rider","prince","皇家幽灵","公主","clan2,ranger2,rider2,royal2,undead2",10,22,FALSE,15.6
"royal champion","archer","hog rider","prince","皇家幽灵","公主","clan2,ranger2,rider2,royal4",10,22,FALSE,15.6
"skeleton king","archer","hog rider","prince","皇家幽灵","飞斧屠夫","clan2,ranger2,rider2,royal2,undead2",10,22,FALSE,15.6
"natureborn","archer","hog rider","prince","皇家幽灵","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,17.2
"monk","archer","hog rider","prince","皇家幽灵","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,15.7
"战争机器","archer","hog rider","prince","皇家幽灵","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,15.8
"sheld maiden","archer","hog rider","prince","公主","战斗拳手","clan2,ranger2,rider2,royal2,saint2",10,23,FALSE,15.5
"natureborn","archer","hog rider","prince","公主","战斗拳手","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,17.2
"monk","archer","hog rider","prince","公主","战斗拳手","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.7
"战争机器","archer","hog rider","prince","公主","战斗拳手","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.8
"圣锤战神","archer","hog rider","prince","公主","圣水戈仑","clan2,elixir2,ranger2,rider2,royal2",10,22,FALSE,14.2
"wave master","archer","hog rider","prince","公主","鲨网猎手","clan2,ranger2,rider2,royal2,sea2",10,22,FALSE,13.9
"natureborn","archer","hog rider","prince","公主","风暴法师","clan2,mage2,ranger2,rider2,royal2",10,21,FALSE,15.6
"grand warden","archer","hog rider","prince","公主","风暴法师","clan2,mage2,ranger2,rider2,royal2",10,21,FALSE,14.1
"natureborn","archer","hog rider","prince","公主","狱塔护法","clan2,mage2,ranger2,rider2,royal2",10,23,FALSE,15.6
"grand warden","archer","hog rider","prince","公主","狱塔护法","clan2,mage2,ranger2,rider2,royal2",10,23,FALSE,14.1
"archer queen","archer","hog rider","prince","公主","飞斧屠夫","clan2,ranger4,rider2,royal2",10,23,FALSE,15.4
"natureborn","archer","hog rider","prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,17.2
"monk","archer","hog rider","prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.7
"战争机器","archer","hog rider","prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.8
"countess","archer","hog rider","prince","公主","英雄猎手","clan2,ranger2,rider2,rogue2,royal2",10,21,FALSE,13.8
"natureborn","archer","hog rider","prince","公主","扫地小僧","clan2,ranger2,rider2,royal2,specialist2",10,21,FALSE,15.6
"monk","archer","hog rider","prince","公主","扫地小僧","clan2,ranger2,rider2,royal2,specialist2",10,21,FALSE,14.1
"战争机器","archer","hog rider","prince","公主","扫地小僧","clan2,ranger2,rider2,royal2,specialist2",10,21,FALSE,14.2
"sheld maiden","archer","hog rider","prince","战斗拳手","飞斧屠夫","clan2,ranger2,rider2,saint2,specialist2",10,23,FALSE,15.5
"royal champion","archer","hog rider","prince","战斗拳手","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.6
"natureborn","archer","hog rider","prince","风暴法师","飞斧屠夫","clan2,mage2,ranger2,rider2,specialist2",10,21,FALSE,15.6
"natureborn","archer","hog rider","prince","狱塔护法","飞斧屠夫","clan2,mage2,ranger2,rider2,specialist2",10,23,FALSE,15.6
"royal champion","archer","hog rider","prince","飞斧屠夫","扫地小僧","clan2,ranger2,rider2,royal2,specialist2",10,21,FALSE,14
"skeleton king","archer","hog rider","dart golbin","dark prince","皇家幽灵","clan2,ranger2,rider2,royal2,undead2",10,20,FALSE,15.4
"archer queen","archer","hog rider","dart golbin","dark prince","公主","clan2,ranger4,rider2,royal2",10,21,FALSE,15.2
"natureborn","archer","hog rider","healing ranger","ice wizard","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,19,FALSE,15.4
"sheld maiden","archer","hog rider","healing ranger","fishman","sailor","clan2,ranger2,rider2,saint2,sea2",10,18,FALSE,13.5
"countess","archer","hog rider","healing ranger","幻术大师","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,15
"sheld maiden","archer","hog rider","healing ranger","mega knight","dark prince","clan2,ranger2,rider2,royal2,saint2",10,20,FALSE,13.6
"natureborn","archer","hog rider","healing ranger","electro wizard","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,21,FALSE,15.5
"sheld maiden","archer","hog rider","healing ranger","dark prince","皇家幽灵","clan2,ranger2,rider2,royal2,saint2",10,20,FALSE,15.3
"skeleton king","archer","hog rider","healing ranger","dark prince","皇家幽灵","clan2,ranger2,rider2,royal2,undead2",10,20,FALSE,15.4
"archer queen","archer","hog rider","healing ranger","dark prince","公主","clan2,ranger4,rider2,royal2",10,21,FALSE,15.2
"sheld maiden","archer","hog rider","healing ranger","dark prince","公主","clan2,ranger2,rider2,royal2,saint2",10,21,FALSE,15.3
"royal champion","archer","hog rider","healing ranger","dark prince","战斗拳手","clan2,ranger2,rider2,royal2,saint2",10,21,FALSE,15.4
"natureborn","archer","hog rider","healing ranger","dark prince","战斗拳手","clan2,ranger2,rider2,saint2,specialist2",10,21,FALSE,17
"monk","archer","hog rider","healing ranger","dark prince","战斗拳手","clan2,ranger2,rider2,saint2,specialist2",10,21,FALSE,15.5
"战争机器","archer","hog rider","healing ranger","dark prince","战斗拳手","clan2,ranger2,rider2,saint2,specialist2",10,21,FALSE,15.6
"wave master","archer","hog rider","healing ranger","sailor","战斗拳手","clan2,ranger2,rider2,saint2,sea2",10,20,FALSE,15.3
"natureborn","archer","hog rider","healing ranger","sailor","战斗拳手","clan2,ranger2,rider2,saint2,specialist2",10,20,FALSE,17
"monk","archer","hog rider","healing ranger","sailor","战斗拳手","clan2,ranger2,rider2,saint2,specialist2",10,20,FALSE,15.5
"战争机器","archer","hog rider","healing ranger","sailor","战斗拳手","clan2,ranger2,rider2,saint2,specialist2",10,20,FALSE,15.6
"sheld maiden","archer","hog rider","healing ranger","sailor","鲨网猎手","clan2,ranger2,rider2,saint2,sea2",10,19,FALSE,13.7
"natureborn","archer","hog rider","healing ranger","战斗拳手","风暴法师","clan2,mage2,ranger2,saint2,specialist2",10,20,FALSE,15.6
"natureborn","archer","hog rider","healing ranger","战斗拳手","狱塔护法","clan2,mage2,ranger2,saint2,specialist2",10,22,FALSE,15.6
"archer queen","archer","hog rider","healing ranger","战斗拳手","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,22,FALSE,15.4
"natureborn","archer","hog rider","ice wizard","幻术大师","magic archer","clan2,mage2,ranger2,rogue2,specialist2",10,17,FALSE,15.2
"natureborn","archer","hog rider","ice wizard","dark prince","公主","clan2,mage2,ranger2,rider2,royal2",10,20,FALSE,15.6
"grand warden","archer","hog rider","ice wizard","dark prince","公主","clan2,mage2,ranger2,rider2,royal2",10,20,FALSE,14.1
"natureborn","archer","hog rider","ice wizard","dark prince","飞斧屠夫","clan2,mage2,ranger2,rider2,specialist2",10,20,FALSE,15.6
"natureborn","archer","hog rider","ice wizard","sailor","飞斧屠夫","clan2,mage2,ranger2,rider2,specialist2",10,19,FALSE,15.6
"countess","archer","hog rider","fishman","magic archer","sailor","clan2,ranger2,rider2,rogue2,sea2",10,19,FALSE,13.6
"wave master","archer","hog rider","fishman","dark prince","公主","clan2,ranger2,rider2,royal2,sea2",10,21,FALSE,13.9
"royal champion","archer","hog rider","fishman","sailor","公主","clan2,ranger2,rider2,royal2,sea2",10,20,FALSE,14
"natureborn","archer","hog rider","fishman","sailor","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,20,FALSE,15.6
"monk","archer","hog rider","fishman","sailor","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,20,FALSE,14.1
"战争机器","archer","hog rider","fishman","sailor","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,20,FALSE,14.2
"圣锤战神","archer","hog rider","lumberjack","dark prince","公主","clan2,elixir2,ranger2,rider2,royal2",10,21,FALSE,14.2
"natureborn","archer","hog rider","PEKKA","dark prince","公主","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,15.6
"monk","archer","hog rider","PEKKA","dark prince","公主","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,14.1
"战争机器","archer","hog rider","PEKKA","dark prince","公主","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,14.2
"royal champion","archer","hog rider","PEKKA","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,14
"wave master","archer","hog rider","PEKKA","sailor","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,21,FALSE,13.9
"natureborn","archer","hog rider","幻术大师","magic archer","electro wizard","clan2,mage2,ranger2,rogue2,specialist2",10,19,FALSE,15.3
"royal champion","archer","hog rider","幻术大师","magic archer","dark prince","clan2,ranger2,rider2,rogue2,royal2",10,19,FALSE,15.2
"natureborn","archer","hog rider","幻术大师","magic archer","dark prince","clan2,ranger2,rider2,rogue2,specialist2",10,19,FALSE,16.8
"monk","archer","hog rider","幻术大师","magic archer","dark prince","clan2,ranger2,rider2,rogue2,specialist2",10,19,FALSE,15.3
"战争机器","archer","hog rider","幻术大师","magic archer","dark prince","clan2,ranger2,rider2,rogue2,specialist2",10,19,FALSE,15.4
"wave master","archer","hog rider","幻术大师","magic archer","sailor","clan2,ranger2,rider2,rogue2,sea2",10,18,FALSE,15.1
"natureborn","archer","hog rider","幻术大师","magic archer","sailor","clan2,ranger2,rider2,rogue2,specialist2",10,18,FALSE,16.8
"monk","archer","hog rider","幻术大师","magic archer","sailor","clan2,ranger2,rider2,rogue2,specialist2",10,18,FALSE,15.3
"战争机器","archer","hog rider","幻术大师","magic archer","sailor","clan2,ranger2,rider2,rogue2,specialist2",10,18,FALSE,15.4
"sheld maiden","archer","hog rider","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,15.3
"natureborn","archer","hog rider","幻术大师","magic archer","风暴法师","clan2,mage2,ranger2,rogue2,specialist2",10,18,FALSE,15.4
"natureborn","archer","hog rider","幻术大师","magic archer","狱塔护法","clan2,mage2,ranger2,rogue2,specialist2",10,20,FALSE,15.4
"archer queen","archer","hog rider","幻术大师","magic archer","飞斧屠夫","clan2,ranger4,rogue2,specialist2",10,20,FALSE,15.2
"countess","archer","hog rider","幻术大师","dark prince","公主","clan2,ranger2,rider2,rogue2,royal2",10,20,FALSE,15.2
"natureborn","archer","hog rider","幻术大师","dark prince","公主","clan2,ranger2,rider2,royal2,specialist2",10,20,FALSE,17
"monk","archer","hog rider","幻术大师","dark prince","公主","clan2,ranger2,rider2,royal2,specialist2",10,20,FALSE,15.5
"战争机器","archer","hog rider","幻术大师","dark prince","公主","clan2,ranger2,rider2,royal2,specialist2",10,20,FALSE,15.6
"countess","archer","hog rider","幻术大师","dark prince","飞斧屠夫","clan2,ranger2,rider2,rogue2,specialist2",10,20,FALSE,15.2
"royal champion","archer","hog rider","幻术大师","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,20,FALSE,15.4
"countess","archer","hog rider","幻术大师","sailor","飞斧屠夫","clan2,ranger2,rider2,rogue2,specialist2",10,19,FALSE,15.2
"wave master","archer","hog rider","幻术大师","sailor","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,19,FALSE,15.3
"archer queen","archer","hog rider","骨犬","dark prince","皇家幽灵","clan2,ranger2,rider2,royal2,undead2",10,20,FALSE,13.8
"skeleton king","archer","hog rider","骨犬","dark prince","公主","clan2,ranger2,rider2,royal2,undead2",10,21,FALSE,14
"barbarian king","archer","hog rider","giant","dark prince","公主","clan4,ranger2,rider2,royal2",10,22,FALSE,13.8
"barbarian king","archer","hog rider","witch","dark prince","皇家幽灵","clan4,rider2,royal2,undead2",10,20,FALSE,15.3
"archer queen","archer","hog rider","witch","dark prince","皇家幽灵","clan2,ranger2,rider2,royal2,undead2",10,20,FALSE,15.4
"barbarian king","archer","hog rider","witch","dark prince","公主","clan4,ranger2,rider2,royal2",10,21,FALSE,15.3
"skeleton king","archer","hog rider","witch","dark prince","公主","clan2,ranger2,rider2,royal2,undead2",10,21,FALSE,15.6
"barbarian king","archer","hog rider","witch","皇家幽灵","公主","clan4,ranger2,royal2,undead2",10,21,FALSE,15.5
"countess","archer","hog rider","mega knight","magic archer","dark prince","clan2,ranger2,rider2,rogue2,royal2",10,21,FALSE,13.7
"royal champion","archer","hog rider","mega knight","dark prince","公主","clan2,ranger2,rider2,royal4",10,22,FALSE,14.1
"natureborn","archer","hog rider","mega knight","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,15.7
"monk","archer","hog rider","mega knight","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,14.2
"战争机器","archer","hog rider","mega knight","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,14.3
"wave master","archer","hog rider","mega knight","sailor","公主","clan2,ranger2,rider2,royal2,sea2",10,21,FALSE,14
"royal champion","archer","hog rider","magic archer","bandit","dark prince","clan2,ranger2,rider2,rogue2,royal2",10,21,FALSE,13.9
"wave master","archer","hog rider","magic archer","bandit","sailor","clan2,ranger2,rider2,rogue2,sea2",10,20,FALSE,13.8
"countess","archer","hog rider","magic archer","dark prince","皇家幽灵","clan2,ranger2,rider2,rogue2,royal2",10,21,FALSE,15.4
"skeleton king","archer","hog rider","magic archer","dark prince","皇家幽灵","clan2,ranger2,rider2,royal2,undead2",10,21,FALSE,15.6
"archer queen","archer","hog rider","magic archer","dark prince","公主","clan2,ranger4,rider2,royal2",10,22,FALSE,15.4
"countess","archer","hog rider","magic archer","dark prince","公主","clan2,ranger2,rider2,rogue2,royal2",10,22,FALSE,15.4
"royal champion","archer","hog rider","magic archer","dark prince","英雄猎手","clan2,ranger2,rider2,rogue2,royal2",10,20,FALSE,14
"countess","archer","hog rider","magic archer","sailor","鲨网猎手","clan2,ranger2,rider2,rogue2,sea2",10,20,FALSE,13.8
"wave master","archer","hog rider","magic archer","sailor","英雄猎手","clan2,ranger2,rider2,rogue2,sea2",10,19,FALSE,13.9
"natureborn","archer","hog rider","electro wizard","dark prince","公主","clan2,mage2,ranger2,rider2,royal2",10,22,FALSE,15.7
"grand warden","archer","hog rider","electro wizard","dark prince","公主","clan2,mage2,ranger2,rider2,royal2",10,22,FALSE,14.2
"natureborn","archer","hog rider","electro wizard","dark prince","飞斧屠夫","clan2,mage2,ranger2,rider2,specialist2",10,22,FALSE,15.7
"natureborn","archer","hog rider","electro wizard","sailor","飞斧屠夫","clan2,mage2,ranger2,rider2,specialist2",10,21,FALSE,15.7
"countess","archer","hog rider","bandit","dark prince","公主","clan2,ranger2,rider2,rogue2,royal2",10,22,FALSE,13.9
"圣锤战神","archer","hog rider","defuser","dark prince","公主","clan2,elixir2,ranger2,rider2,royal2",10,20,FALSE,14.3
"wave master","archer","hog rider","dark prince","sailor","公主","clan2,ranger2,rider2,royal2,sea2",10,21,FALSE,15.5
"skeleton king","archer","hog rider","dark prince","皇家幽灵","公主","clan2,ranger2,rider2,royal2,undead2",10,22,FALSE,15.8
"royal champion","archer","hog rider","dark prince","皇家幽灵","公主","clan2,ranger2,rider2,royal4",10,22,FALSE,15.8
"skeleton king","archer","hog rider","dark prince","皇家幽灵","飞斧屠夫","clan2,ranger2,rider2,royal2,undead2",10,22,FALSE,15.8
"natureborn","archer","hog rider","dark prince","皇家幽灵","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,17.4
"monk","archer","hog rider","dark prince","皇家幽灵","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,15.9
"战争机器","archer","hog rider","dark prince","皇家幽灵","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,16
"sheld maiden","archer","hog rider","dark prince","公主","战斗拳手","clan2,ranger2,rider2,royal2,saint2",10,23,FALSE,15.700000000000001
"natureborn","archer","hog rider","dark prince","公主","战斗拳手","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,17.4
"monk","archer","hog rider","dark prince","公主","战斗拳手","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.9
"战争机器","archer","hog rider","dark prince","公主","战斗拳手","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,16
"圣锤战神","archer","hog rider","dark prince","公主","圣水戈仑","clan2,elixir2,ranger2,rider2,royal2",10,22,FALSE,14.4
"wave master","archer","hog rider","dark prince","公主","鲨网猎手","clan2,ranger2,rider2,royal2,sea2",10,22,FALSE,14.1
"natureborn","archer","hog rider","dark prince","公主","风暴法师","clan2,mage2,ranger2,rider2,royal2",10,21,FALSE,15.8
"grand warden","archer","hog rider","dark prince","公主","风暴法师","clan2,mage2,ranger2,rider2,royal2",10,21,FALSE,14.3
"natureborn","archer","hog rider","dark prince","公主","狱塔护法","clan2,mage2,ranger2,rider2,royal2",10,23,FALSE,15.8
"grand warden","archer","hog rider","dark prince","公主","狱塔护法","clan2,mage2,ranger2,rider2,royal2",10,23,FALSE,14.3
"archer queen","archer","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger4,rider2,royal2",10,23,FALSE,15.6
"natureborn","archer","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,17.4
"monk","archer","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.9
"战争机器","archer","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,16
"countess","archer","hog rider","dark prince","公主","英雄猎手","clan2,ranger2,rider2,rogue2,royal2",10,21,FALSE,14
"natureborn","archer","hog rider","dark prince","公主","扫地小僧","clan2,ranger2,rider2,royal2,specialist2",10,21,FALSE,15.8
"monk","archer","hog rider","dark prince","公主","扫地小僧","clan2,ranger2,rider2,royal2,specialist2",10,21,FALSE,14.3
"战争机器","archer","hog rider","dark prince","公主","扫地小僧","clan2,ranger2,rider2,royal2,specialist2",10,21,FALSE,14.4
"sheld maiden","archer","hog rider","dark prince","战斗拳手","飞斧屠夫","clan2,ranger2,rider2,saint2,specialist2",10,23,FALSE,15.700000000000001
"royal champion","archer","hog rider","dark prince","战斗拳手","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.8
"natureborn","archer","hog rider","dark prince","风暴法师","飞斧屠夫","clan2,mage2,ranger2,rider2,specialist2",10,21,FALSE,15.8
"natureborn","archer","hog rider","dark prince","狱塔护法","飞斧屠夫","clan2,mage2,ranger2,rider2,specialist2",10,23,FALSE,15.8
"royal champion","archer","hog rider","dark prince","飞斧屠夫","扫地小僧","clan2,ranger2,rider2,royal2,specialist2",10,21,FALSE,14.2
"wave master","archer","hog rider","sailor","皇家幽灵","公主","clan2,ranger2,rider2,royal2,sea2",10,21,FALSE,15.700000000000001
"skeleton king","archer","hog rider","sailor","皇家幽灵","公主","clan2,ranger2,rider2,royal2,undead2",10,21,FALSE,15.8
"royal champion","archer","hog rider","sailor","公主","鲨网猎手","clan2,ranger2,rider2,royal2,sea2",10,21,FALSE,14.2
"wave master","archer","hog rider","sailor","战斗拳手","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,22,FALSE,15.700000000000001
"sheld maiden","archer","hog rider","sailor","战斗拳手","飞斧屠夫","clan2,ranger2,rider2,saint2,specialist2",10,22,FALSE,15.700000000000001
"natureborn","archer","hog rider","sailor","鲨网猎手","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,21,FALSE,15.8
"monk","archer","hog rider","sailor","鲨网猎手","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,21,FALSE,14.3
"战争机器","archer","hog rider","sailor","鲨网猎手","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,21,FALSE,14.4
"natureborn","archer","hog rider","sailor","风暴法师","飞斧屠夫","clan2,mage2,ranger2,rider2,specialist2",10,20,FALSE,15.8
"natureborn","archer","hog rider","sailor","狱塔护法","飞斧屠夫","clan2,mage2,ranger2,rider2,specialist2",10,22,FALSE,15.8
"wave master","archer","hog rider","sailor","飞斧屠夫","扫地小僧","clan2,ranger2,rider2,sea2,specialist2",10,20,FALSE,14.1
"sheld maiden","archer","valkyrie","prince","healing ranger","dark prince","clan2,ranger2,rider2,royal2,saint2",10,20,FALSE,13.7
"countess","archer","valkyrie","prince","magic archer","dark prince","clan2,ranger2,rider2,rogue2,royal2",10,21,FALSE,13.799999999999999
"royal champion","archer","valkyrie","prince","dark prince","公主","clan2,ranger2,rider2,royal4",10,22,FALSE,14.2
"natureborn","archer","valkyrie","prince","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,15.8
"monk","archer","valkyrie","prince","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,14.3
"战争机器","archer","valkyrie","prince","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,14.4
"wave master","archer","valkyrie","prince","sailor","公主","clan2,ranger2,rider2,royal2,sea2",10,21,FALSE,14.1
"natureborn","archer","valkyrie","healing ranger","ice wizard","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,19,FALSE,14.2
"countess","archer","valkyrie","healing ranger","幻术大师","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,13.799999999999999
"natureborn","archer","valkyrie","healing ranger","electro wizard","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,21,FALSE,14.3
"natureborn","archer","valkyrie","healing ranger","战斗拳手","风暴法师","clan2,mage2,ranger2,saint2,specialist2",10,20,FALSE,14.4
"natureborn","archer","valkyrie","healing ranger","战斗拳手","狱塔护法","clan2,mage2,ranger2,saint2,specialist2",10,22,FALSE,14.4
"archer queen","archer","valkyrie","healing ranger","战斗拳手","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,22,FALSE,14.2
"natureborn","archer","valkyrie","ice wizard","幻术大师","magic archer","clan2,mage2,ranger2,rogue2,specialist2",10,17,FALSE,14
"natureborn","archer","valkyrie","幻术大师","magic archer","electro wizard","clan2,mage2,ranger2,rogue2,specialist2",10,19,FALSE,14.1
"sheld maiden","archer","valkyrie","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,14.1
"natureborn","archer","valkyrie","幻术大师","magic archer","风暴法师","clan2,mage2,ranger2,rogue2,specialist2",10,18,FALSE,14.2
"natureborn","archer","valkyrie","幻术大师","magic archer","狱塔护法","clan2,mage2,ranger2,rogue2,specialist2",10,20,FALSE,14.2
"archer queen","archer","valkyrie","幻术大师","magic archer","飞斧屠夫","clan2,ranger4,rogue2,specialist2",10,20,FALSE,14
"barbarian king","archer","valkyrie","witch","皇家幽灵","公主","clan4,ranger2,royal2,undead2",10,21,FALSE,14.3
"wave master","archer","valkyrie","dark prince","sailor","公主","clan2,ranger2,rider2,royal2,sea2",10,21,FALSE,14.3
"skeleton king","archer","prince","dart golbin","witch","dark prince","clan2,ranger2,rider2,royal2,undead2",10,20,FALSE,15.399999999999999
"sheld maiden","archer","prince","healing ranger","giant","dark prince","clan2,ranger2,rider2,royal2,saint2",10,21,FALSE,13.799999999999999
"sheld maiden","archer","prince","healing ranger","witch","dark prince","clan2,ranger2,rider2,royal2,saint2",10,20,FALSE,15.299999999999999
"skeleton king","archer","prince","healing ranger","witch","dark prince","clan2,ranger2,rider2,royal2,undead2",10,20,FALSE,15.399999999999999
"sheld maiden","archer","prince","healing ranger","witch","皇家幽灵","clan2,ranger2,royal2,saint2,undead2",10,20,FALSE,15.5
"barbarian king","archer","prince","healing ranger","dark prince","战斗拳手","clan2,ranger2,rider2,royal2,saint2",10,22,FALSE,15.3
"natureborn","archer","prince","healing ranger","dark prince","战斗拳手","ranger2,rider2,royal2,saint2,specialist2",10,22,FALSE,17.2
"monk","archer","prince","healing ranger","dark prince","战斗拳手","ranger2,rider2,royal2,saint2,specialist2",10,22,FALSE,15.7
"战争机器","archer","prince","healing ranger","dark prince","战斗拳手","ranger2,rider2,royal2,saint2,specialist2",10,22,FALSE,15.8
"natureborn","archer","prince","ice wizard","dark prince","飞斧屠夫","mage2,ranger2,rider2,royal2,specialist2",10,21,FALSE,15.8
"barbarian king","archer","prince","fishman","sailor","公主","clan2,ranger2,rider2,royal2,sea2",10,21,FALSE,13.9
"barbarian king","archer","prince","PEKKA","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,13.9
"barbarian king","archer","prince","幻术大师","magic archer","dark prince","clan2,ranger2,rider2,rogue2,royal2",10,20,FALSE,15.1
"natureborn","archer","prince","幻术大师","magic archer","dark prince","ranger2,rider2,rogue2,royal2,specialist2",10,20,FALSE,17
"monk","archer","prince","幻术大师","magic archer","dark prince","ranger2,rider2,rogue2,royal2,specialist2",10,20,FALSE,15.5
"战争机器","archer","prince","幻术大师","magic archer","dark prince","ranger2,rider2,rogue2,royal2,specialist2",10,20,FALSE,15.6
"barbarian king","archer","prince","幻术大师","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,21,FALSE,15.3
"countess","archer","prince","幻术大师","dark prince","飞斧屠夫","ranger2,rider2,rogue2,royal2,specialist2",10,21,FALSE,15.4
"archer queen","archer","prince","骨犬","witch","dark prince","clan2,ranger2,rider2,royal2,undead2",10,20,FALSE,13.799999999999999
"countess","archer","prince","giant","magic archer","dark prince","clan2,ranger2,rider2,rogue2,royal2",10,22,FALSE,13.9
"royal champion","archer","prince","giant","dark prince","公主","clan2,ranger2,rider2,royal4",10,23,FALSE,14.3
"natureborn","archer","prince","giant","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.9
